Module,File,Line,Method,Endpoint,RequestFields,Client
components,src/components/InvoiceViewLayer.jsx,352,POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingData.BookingID}&supervisorId={{Number}},,axios
components,src/components/InvoiceViewLayer.jsx,546,POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingData.BookingID}&supervisorId={{Number}},,axios
components,src/components/BookingViewLayer.jsx,1938,POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingId}&supervisorId={OptionalMemberExpression} OR 0},,axios
components,src/components/BookingViewLayer.jsx,3565,POST,{VITE_APIURL}Supervisor/CustomerConfirmationImages,"bookingID, amountPaid, paymentMode, paymentStatus, paymentType, couponAmount, couponCode, createdBy, ProofAttachment",axios
components,src/components/LeadViewLayer.jsx,512,GET,{VITE_APIURL}Supervisor/ExistingBookings?PhoneNumber={lead.PhoneNumber},,axios
components,src/components/LeadViewOnlyLayer.jsx,67,GET,{VITE_APIURL}Supervisor/ExistingBookings?PhoneNumber={lead.PhoneNumber},,axios
components,src/components/SupervisorHeadDashboardLayer.jsx,65,GET,{VITE_APIURL}Supervisor/GetNotConfirmedBookings?supervisorHeadId={supervisorHeadId},,axios
components,src/components/FieldAdvisorDashboardLayer.jsx,47,GET,{VITE_APIURL}Supervisor/GetPendingApprovalBookings?RoleId={roleId}&EmployeeId={{localStorage.getItem}},,axios
components,src/components/SupervisorHeadDashboardLayer.jsx,43,GET,{VITE_APIURL}Supervisor/GetPendingApprovalBookings?RoleId={roleId}&EmployeeId={{localStorage.getItem}},,axios
components,src/components/SupervisorHeadDashboardLayer.jsx,76,GET,{VITE_APIURL}Supervisor/GetPendingApprovalBookings?RoleId={roleId}&EmployeeId={{localStorage.getItem}},,axios
components,src/components/BookServicesLayer.jsx,1457,DELETE,{VITE_APIURL}Supervisor/Id?id={item._apiId},,axios
components,src/components/DealerBookingsView.jsx,417,DELETE,{VITE_APIURL}Supervisor/Id?id={item._apiId},,axios
components,src/components/BookServicesLayer.jsx,1679,POST,{VITE_APIURL}Supervisor/InsertSupervisorBooking,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/BookServicesLayer.jsx,1816,POST,{VITE_APIURL}Supervisor/InsertSupervisorBooking,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/BookingViewLayer.jsx,3578,POST,{VITE_APIURL}Supervisor/MoveSupervisorBookings?addOnIds={{rejectedServiceIds.join}}&custId={bookingData.CustID},"confirmDescription, confirmedBy, confirmRole, status",axios
components,src/components/BookingViewLayer.jsx,3783,POST,{VITE_APIURL}Supervisor/MoveSupervisorBookings?addOnIds={{rejectedServiceIds.join}}&custId={bookingData.CustID},"confirmDescription, confirmedBy, confirmRole, status",axios
components,src/components/BookingViewLayer.jsx,3074,POST,{VITE_APIURL}Supervisor/MoveTempAddOns?bookingId={bookingId},,axios
components,src/components/AssignTechnicianLayer.jsx,228,POST,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, serviceType, pickType, routeType, pickFrom, pickTo",axios
components,src/components/AssignTechnicianLayer.jsx,255,POST,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, serviceType, pickType, routeType, pickFrom, pickTo",axios
components,src/components/BookingViewLayer.jsx,1652,POST,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/BookingViewLayer.jsx,2317,POST,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/BookingViewLayer.jsx,2486,POST,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/BookingViewLayer.jsx,1337,PUT,{VITE_APIURL}Supervisor/SavePickupDeliveryTime,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/BookingViewLayer.jsx,2895,GET,{VITE_APIURL}Supervisor/ServiceTypes,,axios
components,src/components/ServicesEarningReport.jsx,21,GET,{VITE_APIURL}Supervisor/ServiceWiseReport,,axios
components,src/components/DealerReportLayer.jsx,48,GET,{VITE_APIURL}Supervisor/ServiceWiseReport?dealerId={{localStorage.getItem}},,axios
components,src/components/BookServicesLayer.jsx,331,GET,{VITE_APIURL}Supervisor/SupervisorLeadId?LeadId={leadId},,axios
components,src/components/DealerBookingsView.jsx,211,GET,{VITE_APIURL}Supervisor/SupervisorLeadId?LeadId={leadId},,axios
components,src/components/BookingViewLayer.jsx,2948,DELETE,{VITE_APIURL}Supervisor/TempAddOnService?addOnId={service.AddOnID},,axios
components,src/components/BookingViewLayer.jsx,2907,GET,{VITE_APIURL}Supervisor/TempServices,,axios
components,src/components/BookingViewLayer.jsx,2992,PUT,{VITE_APIURL}Supervisor/UpdateAddOnCompletion,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/BookingViewLayer.jsx,3030,PUT,{VITE_APIURL}Supervisor/UpdateAddOnCompletion,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/BookServicesLayer.jsx,491,PUT,{VITE_APIURL}Supervisor/UpdateAddOnCompletion,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/BookServicesLayer.jsx,542,PUT,{VITE_APIURL}Supervisor/UpdateAddOnCompletion,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/DealerBookingsView.jsx,159,PUT,{VITE_APIURL}Supervisor/UpdateAddOnCompletion,"addOnID, is_Completed, completedBy, completedRole, statusName",axios
components,src/components/BookServicesLayer.jsx,1197,PUT,{VITE_APIURL}Supervisor/UpdateSupervisorBooking,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/BookServicesLayer.jsx,1287,PUT,{VITE_APIURL}Supervisor/UpdateSupervisorBooking,"addOnID, is_Completed, completedBy, completedRole, statusName, IncludeName, Description, IncludePrice, CategoryID, SubCategoryID, SkillID, CreatedBy, IsActive, id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, supervisorRole, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, createdBy, services, inspectionType, inspectionDate, inspectionTimeSlot, ids, supervisorId, PackageName, Default_Price, TotalPrice, IncludeID, EstimatedDurationMinutes",axios
components,src/components/DealerDashboardLayer.jsx,288,PUT,{VITE_APIURL}Supervisor/UpdateSupervisorBooking,"id, bookingId, bookingTrackID, leadId, serviceType, serviceName, basePrice, quantity, price, gstPercent, gstAmount, description, dealerID, percentage, our_Earnings, labourCharges, modifiedBy, isActive, type, includes, serviceId, dealerType",axios
components,src/components/BookingViewLayer.jsx,2614,POST,{VITE_APIURL}Supervisor/UpdateSupervisorBookingIsActive,"BookingID, TechID, AssingedTimeSlot, Role, AssignedBy, bookingIds, supervisorHeadId, fieldAdvisorId, assignTimeSlot, endTimeslot, bookingID, assignDate, role, techID, addOnId, leadId, ServiceType, timeSlot, ids, supervisorID, addOns, addOnID, is_Completed, completedBy, completedRole, statusName, ticketId, bookingId, addOnIds, reason, createdBy, scheduledDate, timeslot, status, lastReworkID, cancelledBy, refundStatus",axios
components,src/components/LeaveListLayer.jsx,32,GET,{VITE_APIURL}Technician,,axios
components,src/components/CustomerAddLayer.jsx,56,GET,{VITE_APIURL}Technicians/{TechnicianID},,axios
components,src/components/AssignTechnicianLayer.jsx,186,GET,{VITE_APIURL}TechniciansDetails,,axios
components,src/components/BookingLayer.jsx,159,GET,{VITE_APIURL}TechniciansDetails,,axios
components,src/components/BookingReportSortingLayer.jsx,95,GET,{VITE_APIURL}TechniciansDetails,,axios
components,src/components/SupervisorAssignBookingLayer.jsx,170,GET,{VITE_APIURL}TechniciansDetails,,axios
components,src/components/TelecalerAssignBookingLayer.jsx,65,GET,{VITE_APIURL}TechniciansDetails,,axios
components,src/components/TechnicianLayer.jsx,32,GET,{VITE_APIURL}TechniciansDetails?role={{localStorage.getItem}}&userId={{localStorage.getItem}},,axios
components,src/components/ExpenditureLayer.jsx,125,GET,{VITE_APIURL}TechniciansDetails?role=Admin&userId={{localStorage.getItem}},,axios
components,src/components/CustomerAddLayer.jsx,159,POST,{VITE_APIURL}TechniciansDetails/InsertTechnicians,,axios
components,src/components/TechniciansAddLayer.jsx,301,POST,{VITE_APIURL}TechniciansDetails/InsertTechnicians,"{key}, ProfileImageFile, DocumentFiles, DocumentsJson, TechID",axios
components,src/components/CustomerAddLayer.jsx,152,PUT,{VITE_APIURL}TechniciansDetails/InsertTechnicians,,axios
components,src/components/TechniciansAddLayer.jsx,67,GET,{VITE_APIURL}TechniciansDetails/technicianid?technicianid={TechnicianID},,axios
components,src/components/TechnicianViewLayer.jsx,40,GET,{VITE_APIURL}TechniciansDetails/technicianid?technicianid={TechnicianID},,axios
components,src/components/TechniciansAddLayer.jsx,295,PUT,{VITE_APIURL}TechniciansDetails/UpdateTechnicians,"{key}, ProfileImageFile, DocumentFiles, DocumentsJson, TechID",axios
components,src/components/TelecalerAssignTicketLayer.jsx,328,POST,{VITE_APIURL}Ticket_Assignments,,axios
components,src/components/TicketInnerLayer.jsx,224,POST,{VITE_APIURL}Ticket_Assignments,"id, customerId, accountHolderName, bankName, accountNumber, ifscCode, branch, upiId, userId",axios
components,src/components/TelecalerAssignTicketLayer.jsx,192,GET,{VITE_APIURL}Ticket_Assignments?assigned_to_emp={userDetails.Id}&RoleId={userDetails.RoleId},,axios
components/child,src/components/child/UnitCountSeven.jsx,66,GET,{VITE_APIURL}Tickets,,axios
components,src/components/TelecalerAssignTicketLayer.jsx,150,GET,{VITE_APIURL}Tickets,,axios
components,src/components/TicketsAddLayer.jsx,154,POST,{VITE_APIURL}Tickets,"custID, bookingID, description, status, reasonId, reasonType",axios
components,src/components/TicketInnerLayer.jsx,174,PUT,{VITE_APIURL}Tickets,"TicketTrackId, Status, Description",axios
components,src/components/TicketInnerLayer.jsx,470,PUT,{VITE_APIURL}Tickets,"TicketTrackId, Status, Description",axios
components,src/components/TicketsViewLayer.jsx,44,GET,{VITE_APIURL}Tickets OR {VITE_APIURL}Ticket_Assignments?RoleId={{localStorage.getItem}}&assigned_to_emp={{localStorage.getItem}},,axios
components,src/components/TicketsViewLayer.jsx,62,GET,{VITE_APIURL}Tickets OR {VITE_APIURL}Ticket_Assignments?RoleId={{localStorage.getItem}}&assigned_to_emp={{localStorage.getItem}},,axios
components,src/components/EmployeeTicketViewLayer.jsx,48,PUT,{VITE_APIURL}Tickets/{ticketId}/accept,,axios
components,src/components/EmployeeTicketViewLayer.jsx,81,PUT,{VITE_APIURL}Tickets/{ticketId}/reject,reason,axios
components,src/components/EmployeeTicketViewLayer.jsx,26,GET,{VITE_APIURL}Tickets/assigned/{{localStorage.getItem}},,axios
components,src/components/DeptWiseTicketReport.jsx,36,GET,{VITE_APIURL}Tickets/DepartmentId,,axios
components,src/components/EmployeeTicketReportLayer.jsx,41,GET,{VITE_APIURL}Tickets/EmpId?EmpId={empId},,axios
components,src/components/DepartmentTicketsLayer.jsx,46,GET,{VITE_APIURL}Tickets/EmployeeId,,axios
components,src/components/TicketsAddLayer.jsx,145,PUT,{VITE_APIURL}Tickets/UpdateTicket?TicketID={TicketID},"custID, bookingID, description, status, reasonId, reasonType",axios
components,src/components/BasicInformationLayer.jsx,222,GET,{VITE_APIURL}TimeSlot,,axios
components,src/components/BookingTimeSlotLayer.jsx,36,GET,{VITE_APIURL}TimeSlot,,axios
components,src/components/BookingViewLayer.jsx,771,GET,{VITE_APIURL}TimeSlot,,axios
components,src/components/BookServicesLayer.jsx,268,GET,{VITE_APIURL}TimeSlot,,axios
components,src/components/LeadViewLayer.jsx,606,GET,{VITE_APIURL}TimeSlot,,axios
components,src/components/BookingTimeSlotLayer.jsx,137,POST,{VITE_APIURL}TimeSlot,"startTime, endTime, status",axios
components,src/components/BookingTimeSlotLayer.jsx,132,PUT,{VITE_APIURL}TimeSlot,"startTime, endTime, status",axios
components,src/components/BookingTimeSlotLayer.jsx,177,DELETE,{VITE_APIURL}TimeSlot/{TsID},,axios
components,src/components/VehicleBrandLayer.jsx,192,DELETE,{VITE_APIURL}VehicleBrands/,StateID,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,57,GET,{VITE_APIURL}VehicleBrands/GetFuelTypesByBrand?brandId={brandId},,axios
components,src/components/AddLeadLayer.jsx,46,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/BasicInformationLayer.jsx,215,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/LeadViewLayer.jsx,459,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/ServiceInspectionRequestLayer.jsx,196,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/ServicePlanPriceAddLayer.jsx,58,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,108,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/ServicePlanPriceEditLayer.jsx,58,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/VehicleBrandLayer.jsx,65,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/VehicleModelLayer.jsx,71,GET,{VITE_APIURL}VehicleBrands/GetVehicleBrands,,axios
components,src/components/VehicleBrandLayer.jsx,145,POST,{VITE_APIURL}VehicleBrands/InsertVehicleBrand,"{key}, Status, ModifiedBy, CreatedBy",axios
components,src/components/VehicleBrandLayer.jsx,142,PUT,{VITE_APIURL}VehicleBrands/UpdateVehicleBrand,"{key}, Status, ModifiedBy, CreatedBy",axios
components,src/components/AddLeadLayer.jsx,65,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/BasicInformationLayer.jsx,216,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/LeadViewLayer.jsx,477,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/ServiceInspectionRequestLayer.jsx,197,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/ServicePlanPriceAddLayer.jsx,59,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/ServicePlanPriceAddLayer11.jsx,109,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/ServicePlanPriceEditLayer.jsx,59,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/VehicleModelLayer.jsx,60,GET,{VITE_APIURL}VehicleModels/GetListVehicleModel,,axios
components,src/components/VehicleModelLayer.jsx,123,POST,{VITE_APIURL}VehicleModels/InsertVehicleModel,"{key}, Status, ModifiedBy OR CreatedBy",axios
components,src/components/VehicleModelLayer.jsx,122,PUT,{VITE_APIURL}VehicleModels/UpdateVehicleModel,"{key}, Status, ModifiedBy OR CreatedBy",axios
components,src/components/PolicyLayer.jsx,16,GET,/api/policies,,fetch
components,src/components/PolicyLayer.jsx,34,POST,/api/policies,,fetch
components,src/components/PolicyLayer.jsx,28,PUT,/api/policies/{editingPolicy.PolicyID},,fetch
components,src/components/BookingViewLayer.jsx,641,GET,/invoice-view/{bookingData.BookingID}?type={invoiceType}&dealerId={dealerID},,axios
components,src/components/BookingViewLayer.jsx,4122,GET,https://dev-api.mycarsbuddy.com/api/Coupons,,axios
components,src/components/CompleteServiceReportLayer.jsx,144,GET,https://dev-api.mycarsbuddy.com/api/Feedback/feedback?bookingId={bookingId},,axios
